Date,USD/EUR,AUD/EUR,GBP/EUR,CHF/EUR
2010-11-29,1.3132,1.3599,0.84269,1.3131
2010-12-06,1.326,1.3437,0.84119,1.3053
2010-12-13,1.3312,1.3412,0.84902,1.2863
2010-12-20,1.3115,1.3132,0.8487,1.2597
2010-12-27,1.3222,1.3068,0.85612,1.252
2011-01-03,1.3207,1.3159,0.85023,1.2588
2011-01-10,1.3074,1.32,0.83464,1.2671
2011-01-17,1.3436,1.3492,0.84138,1.2903
2011-01-24,1.3655,1.3747,0.85946,1.2933
2011-01-31,1.3725,1.3615,0.85245,1.2942
2011-02-07,1.3593,1.3485,0.84646,1.3081
2011-02-14,1.3529,1.3483,0.83996,1.3042
2011-02-21,1.372,1.3621,0.84817,1.2841
2011-02-28,1.3855,1.3638,0.85187,1.2866
2011-03-07,1.3889,1.3778,0.85965,1.2917
2011-03-14,1.3983,1.4095,0.86837,1.2767
2011-03-21,1.4157,1.3971,0.87226,1.2831
2011-03-28,1.4107,1.3698,0.88076,1.2984
2011-04-04,1.4278,1.3704,0.87763,1.312
2011-04-11,1.445,1.3749,0.88563,1.2983
2011-04-18,1.4419,1.3592,0.88088,1.2864
2011-04-25,1.4735,1.3575,0.88851,1.2884
2011-05-02,1.4763,1.367,0.89372,1.2772
2011-05-09,1.4309,1.3328,0.8752,1.2626
2011-05-16,1.4209,1.3395,0.87688,1.2547
2011-05-23,1.4122,1.3358,0.86903,1.2335
2011-05-30,1.4403,1.3484,0.87733,1.2194
2011-06-06,1.4591,1.3701,0.89069,1.2226
2011-06-13,1.429,1.3482,0.87984,1.2073
2011-06-20,1.4287,1.3536,0.88749,1.2028
2011-06-27,1.4366,1.3566,0.89825,1.2021
2011-07-04,1.4354,1.3395,0.89601,1.215
2011-07-11,1.409,1.3201,0.88082,1.1642
2011-07-18,1.4205,1.3242,0.87882,1.1645
2011-07-25,1.4363,1.3104,0.87934,1.1527
2011-08-01,1.4254,1.3286,0.87288,1.104
2011-08-08,1.425,1.3853,0.87571,1.0675
2011-08-15,1.438,1.3753,0.87467,1.1336
2011-08-22,1.4427,1.3759,0.87872,1.1416
2011-08-29,1.4376,1.3478,0.88279,1.1576
2011-09-05,1.4024,1.3257,0.87456,1.19
2011-09-12,1.3717,1.3312,0.86749,1.2049
2011-09-19,1.3573,1.3509,0.87182,1.2161
2011-09-26,1.3566,1.3799,0.86969,1.2204
2011-10-03,1.331,1.3837,0.86214,1.2251
2011-10-10,1.37,1.3595,0.87302,1.2359
2011-10-17,1.3777,1.3429,0.87238,1.2362
2011-10-24,1.398,1.3297,0.87335,1.223
2011-10-31,1.3797,1.3252,0.86214,1.2181
2011-11-07,1.3686,1.3356,0.85572,1.2344
2011-11-14,1.3546,1.3381,0.85528,1.2384
2011-11-21,1.3396,1.3691,0.86049,1.231
2011-11-28,1.3421,1.325,0.85739,1.2293
2011-12-05,1.3401,1.308,0.85584,1.2377
2011-12-12,1.3102,1.3061,0.84263,1.2304
2011-12-19,1.3054,1.2968,0.8349,1.2205
2011-12-26,1.2993,1.2801,0.83475,1.2187
2012-01-02,1.2901,1.2554,0.8309,1.218
2012-01-09,1.2752,1.2375,0.82837,1.2121
2012-01-16,1.2821,1.2336,0.83225,1.2085
2012-01-23,1.305,1.2356,0.83555,1.207
2012-01-30,1.3143,1.2332,0.83239,1.2048
2012-02-06,1.3181,1.2256,0.83324,1.2094
2012-02-13,1.3131,1.2243,0.83417,1.2079
2012-02-20,1.3286,1.2415,0.84225,1.2064
2012-02-27,1.3363,1.241,0.84088,1.2053
2012-03-05,1.3185,1.241,0.83534,1.2054
2012-03-12,1.3082,1.2448,0.83386,1.2078
2012-03-19,1.3196,1.2625,0.83304,1.2059
2012-03-26,1.3315,1.276,0.83596,1.2054
2012-04-02,1.3211,1.2796,0.82908,1.2036
2012-04-09,1.3136,1.2692,0.82559,1.202
2012-04-16,1.3105,1.2654,0.82022,1.2023
2012-04-23,1.3188,1.2746,0.81662,1.2017
2012-04-30,1.315,1.2748,0.81205,1.2016
2012-05-07,1.2983,1.2837,0.80459,1.2012
2012-05-14,1.2769,1.2841,0.80087,1.2011
2012-05-21,1.2656,1.2903,0.80437,1.2011
2012-05-28,1.245,1.2743,0.80043,1.2012
2012-06-04,1.2483,1.2699,0.80827,1.201
2012-06-11,1.2543,1.2592,0.80779,1.201
2012-06-18,1.263,1.2465,0.80567,1.2009
2012-06-25,1.249,1.2398,0.8016,1.2014
2012-07-02,1.2506,1.2179,0.80099,1.2013
2012-07-09,1.224,1.2013,0.78999,1.201
2012-07-16,1.2236,1.1851,0.78318,1.201
2012-07-23,1.2181,1.1785,0.78145,1.201
2012-07-30,1.2284,1.168,0.78583,1.2015
2012-08-06,1.2343,1.1694,0.79008,1.2012
2012-08-13,1.2317,1.1736,0.78437,1.201
2012-08-20,1.2447,1.1912,0.78807,1.201
2012-08-27,1.2556,1.2116,0.79306,1.201
2012-09-03,1.2614,1.23,0.79279,1.2042
2012-09-10,1.2893,1.2339,0.80162,1.2108
2012-09-17,1.3017,1.2452,0.8024,1.2113
2012-09-24,1.2899,1.2396,0.79603,1.2092
2012-10-01,1.2933,1.2588,0.80139,1.2107
2012-10-08,1.2938,1.2637,0.8066,1.2102
2012-10-15,1.3058,1.2652,0.81066,1.2093
2012-10-22,1.2982,1.2568,0.80851,1.2096
2012-10-29,1.2936,1.2467,0.80439,1.2079
2012-11-05,1.2751,1.2262,0.79861,1.2063
2012-11-12,1.2732,1.2258,0.80243,1.2045
2012-11-19,1.2836,1.2357,0.80587,1.2046
2012-11-26,1.2959,1.2407,0.80925,1.2044
2012-12-03,1.3038,1.2454,0.81075,1.2108
2012-12-10,1.3024,1.2375,0.80822,1.2094
2012-12-17,1.3219,1.2593,0.81394,1.2083
2012-12-24,1.3222,1.273,0.81812,1.2077
2012-12-31,1.3142,1.2578,0.81329,1.2086
2013-01-07,1.3114,1.2454,0.81633,1.2106
2013-01-14,1.3327,1.2649,0.83257,1.2372
2013-01-21,1.3358,1.2713,0.84293,1.241
2013-01-28,1.3522,1.2985,0.85702,1.2395
2013-02-04,1.3505,1.3041,0.85873,1.2318
2013-02-11,1.3392,1.2989,0.86016,1.2317
2013-02-18,1.3289,1.2887,0.86491,1.2315
2013-02-25,1.3121,1.281,0.86679,1.2221
2013-03-04,1.3035,1.273,0.86484,1.2301
2013-03-11,1.301,1.2602,0.86943,1.2336
2013-03-18,1.2935,1.2435,0.85434,1.222
2013-03-25,1.2842,1.229,0.84784,1.2198
2013-04-01,1.2858,1.2305,0.84796,1.216
2013-04-08,1.3064,1.2438,0.85184,1.2181
2013-04-15,1.31,1.2649,0.85606,1.216
2013-04-22,1.3022,1.267,0.84925,1.2263
2013-04-29,1.3122,1.2743,0.8445,1.2249
2013-05-06,1.3096,1.2884,0.84457,1.2334
2013-05-13,1.2915,1.3087,0.84578,1.2442
2013-05-20,1.2894,1.3238,0.8525,1.2497
2013-05-27,1.2956,1.3448,0.85544,1.2472
2013-06-03,1.3109,1.3671,0.85181,1.2371
2013-06-10,1.3275,1.3975,0.85071,1.2327
2013-06-17,1.3299,1.4146,0.85347,1.2305
2013-06-24,1.3071,1.412,0.85165,1.2287
2013-07-01,1.2976,1.4196,0.85674,1.2331
2013-07-08,1.292,1.414,0.86248,1.242
2013-07-15,1.3096,1.4282,0.8636,1.2367
2013-07-22,1.3211,1.4326,0.86118,1.2369
2013-07-29,1.3254,1.4655,0.86896,1.2336
2013-08-05,1.3315,1.4784,0.86258,1.2321
2013-08-12,1.329,1.4527,0.85582,1.2376
2013-08-19,1.336,1.4771,0.85498,1.2338
2013-08-26,1.3309,1.4868,0.85829,1.2311
2013-09-02,1.3174,1.4479,0.84479,1.2352
2013-09-09,1.3257,1.4326,0.84148,1.2376
2013-09-16,1.3425,1.4285,0.83992,1.2356
2013-09-23,1.3504,1.4404,0.84178,1.2292
2013-09-30,1.3552,1.4448,0.83819,1.2253
2013-10-07,1.3552,1.434,0.84597,1.2297
2013-10-14,1.3593,1.4215,0.84666,1.2341
2013-10-21,1.3735,1.4261,0.85026,1.2333
2013-10-28,1.3691,1.4396,0.85251,1.2338
2013-11-04,1.3463,1.4168,0.83871,1.2308
2013-11-11,1.3427,1.44,0.83951,1.233
2013-11-18,1.3507,1.4484,0.83687,1.2319
2013-11-25,1.3572,1.4883,0.83441,1.231
2013-12-02,1.3592,1.4967,0.83005,1.2274
2013-12-09,1.3748,1.5166,0.83955,1.222
2013-12-16,1.3719,1.5421,0.83985,1.2231
2013-12-23,1.3733,1.5385,0.83679,1.2245
2013-12-30,1.3716,1.5381,0.83219,1.2288
2014-01-06,1.3607,1.5261,0.82858,1.2356
2014-01-13,1.3622,1.5286,0.83034,1.2342
2014-01-20,1.3597,1.5467,0.82399,1.2322
2014-01-27,1.3601,1.5529,0.82303,1.2251
2014-02-03,1.3526,1.5189,0.82946,1.2225
2014-02-10,1.3654,1.5171,0.82516,1.2231
2014-02-17,1.3718,1.5228,0.82222,1.2211
2014-02-24,1.3737,1.53,0.82356,1.2183
2014-03-03,1.3781,1.5301,0.82425,1.2174
2014-03-10,1.3889,1.539,0.83508,1.2162
2014-03-17,1.3853,1.5258,0.83642,1.2171
2014-03-24,1.3774,1.4976,0.83174,1.2197
2014-03-31,1.3769,1.4899,0.82836,1.2201
2014-04-07,1.3806,1.4762,0.82627,1.2185
2014-04-14,1.3831,1.475,0.82518,1.2165
2014-04-21,1.3826,1.4864,0.82256,1.2202
2014-04-28,1.385,1.4942,0.82235,1.2192
2014-05-05,1.3896,1.4877,0.82107,1.2179
2014-05-12,1.3708,1.4626,0.81536,1.221
2014-05-19,1.3678,1.477,0.81155,1.2218
2014-05-26,1.362,1.4705,0.8122,1.2214
2014-06-02,1.3618,1.4672,0.81234,1.2204
2014-06-09,1.3553,1.4444,0.80523,1.2182
2014-06-16,1.3574,1.4475,0.79893,1.2177
2014-06-23,1.3611,1.4471,0.80038,1.2167
2014-06-30,1.3647,1.4509,0.7969,1.2148
2014-07-07,1.3597,1.449,0.79448,1.2151
2014-07-14,1.3564,1.4467,0.79249,1.2146
2014-07-21,1.3475,1.4317,0.79122,1.215
2014-07-28,1.3407,1.4343,0.79271,1.216
2014-08-04,1.3381,1.4387,0.79493,1.2156
2014-08-11,1.3371,1.4388,0.79931,1.2129
2014-08-18,1.331,1.4297,0.8001,1.2105
2014-08-25,1.3187,1.4127,0.7951,1.2072
2014-09-01,1.3072,1.4007,0.79397,1.2068
2014-09-08,1.2927,1.4077,0.7993,1.2078
2014-09-15,1.2908,1.4333,0.79251,1.2088
2014-09-22,1.2801,1.4467,0.7832,1.2072
2014-09-29,1.2627,1.446,0.78117,1.2076
2014-10-06,1.2644,1.4409,0.78649,1.2113
2014-10-13,1.2713,1.4545,0.79414,1.2073
2014-10-20,1.2711,1.4453,0.79028,1.2064
2014-10-27,1.2657,1.4337,0.78752,1.206
2014-11-03,1.2479,1.4426,0.78332,1.2047
2014-11-10,1.2454,1.434,0.78848,1.2022
2014-11-17,1.2501,1.4398,0.79779,1.2016
2014-11-24,1.2454,1.4565,0.79255,1.2025
2014-12-01,1.2379,1.4696,0.78934,1.2031
2014-12-08,1.2379,1.493,0.78992,1.2018
2014-12-15,1.2395,1.5111,0.7909,1.2024
2014-12-22,1.223,1.5046,0.78603,1.2031
2014-12-29,1.2135,1.4878,0.78135,1.2026
2015-01-05,1.1848,1.4616,0.78204,1.2012
2015-01-12,1.1731,1.4334,0.7724,1.1288
2015-01-19,1.1519,1.4168,0.76178,0.99926
2015-01-26,1.1303,1.4353,0.74833,1.0253
2015-02-02,1.1398,1.4646,0.75073,1.0554
2015-02-09,1.1319,1.4602,0.74016,1.0497
2015-02-16,1.1376,1.4578,0.73908,1.0696
2015-02-23,1.1306,1.4444,0.73206,1.0727
2015-03-02,1.111,1.4221,0.726,1.071
2015-03-09,1.0672,1.3909,0.71186,1.0667
2015-03-16,1.0647,1.3913,0.71997,1.061
2015-03-23,1.0935,1.3927,0.73392,1.0509
2015-03-30,1.0797,1.4202,0.73005,1.0432
2015-04-06,1.0763,1.4011,0.72655,1.0428
2015-04-13,1.0644,1.3888,0.71976,1.0332
2015-04-20,1.0752,1.3852,0.71681,1.0316
2015-04-27,1.0992,1.3886,0.7185,1.0452
2015-05-04,1.1205,1.4148,0.7362,1.0382
2015-05-11,1.127,1.4076,0.71952,1.0412
2015-05-18,1.1197,1.412,0.71765,1.0428
2015-05-25,1.0927,1.4147,0.7116,1.0343
2015-06-01,1.1128,1.4431,0.72763,1.0436
2015-06-08,1.1228,1.4577,0.72934,1.0483
2015-06-15,1.1283,1.4561,0.71774,1.0468
2015-06-22,1.1234,1.4547,0.71274,1.0457
2015-06-29,1.1117,1.4571,0.70989,1.0444
2015-07-06,1.104,1.4813,0.71428,1.0447
2015-07-13,1.0969,1.4776,0.70416,1.0435
2015-07-20,1.0912,1.4823,0.70106,1.0479
2015-07-27,1.1007,1.5116,0.7061,1.0615
2015-08-03,1.0927,1.4863,0.70167,1.0669
2015-08-10,1.109,1.5069,0.71118,1.0849
2015-08-17,1.1133,1.5172,0.71064,1.0786
2015-08-24,1.1391,1.5876,0.73078,1.0793
2015-08-31,1.1215,1.5951,0.73265,1.0852
2015-09-07,1.118,1.5937,0.7274,1.0928
2015-09-14,1.1317,1.5784,0.73062,1.0951
2015-09-21,1.1189,1.5856,0.72995,1.09
2015-09-28,1.1178,1.5912,0.73706,1.0917
2015-10-05,1.1268,1.5677,0.73864,1.0922
2015-10-12,1.1391,1.56,0.74104,1.0884
2015-10-19,1.1291,1.5568,0.73055,1.084
2015-10-26,1.1021,1.5402,0.7199,1.0871
2015-11-02,1.0938,1.5281,0.7132,1.0846
2015-11-09,1.0739,1.5157,0.70839,1.0784
2015-11-16,1.0687,1.497,0.70184,1.0834
2015-11-23,1.0612,1.4706,0.70323,1.0854
2015-11-30,1.0673,1.463,0.70932,1.0883
2015-12-07,1.0904,1.5062,0.72316,1.0821
2015-12-14,1.0917,1.5184,0.72655,1.08
2015-12-21,1.0921,1.5116,0.73331,1.081
2015-12-28,1.0932,1.5008,0.73684,1.0833
2016-01-04,1.0823,1.5273,0.7391,1.0864
2016-01-11,1.0869,1.5596,0.75332,1.0909
2016-01-18,1.0874,1.5707,0.76475,1.094
2016-01-25,1.0873,1.5463,0.76118,1.1051
2016-02-01,1.1029,1.5493,0.76172,1.1126
2016-02-08,1.1243,1.5915,0.77798,1.1005
2016-02-15,1.1132,1.5592,0.77495,1.1021
2016-02-22,1.1008,1.5282,0.78566,1.0941
2016-02-29,1.0897,1.5035,0.77742,1.0871
2016-03-07,1.098,1.4702,0.77301,1.0956
2016-03-14,1.1176,1.4835,0.78118,1.0952
2016-03-21,1.1202,1.4802,0.78754,1.0893
2016-03-28,1.1334,1.484,0.79019,1.0926
2016-04-04,1.1362,1.5043,0.80433,1.0891
2016-04-11,1.1324,1.4794,0.79685,1.0887
2016-04-18,1.1329,1.4571,0.78977,1.0951
2016-04-25,1.1323,1.4785,0.77692,1.0986
2016-05-02,1.1487,1.5295,0.78869,1.1011
2016-05-09,1.1383,1.5525,0.78872,1.1064
2016-05-16,1.1267,1.5517,0.77606,1.1087
2016-05-23,1.1173,1.5516,0.76419,1.1075
2016-05-30,1.1162,1.5431,0.76858,1.1054
2016-06-06,1.1344,1.5286,0.78313,1.0955
2016-06-13,1.123,1.5228,0.79191,1.0833
2016-06-20,1.1277,1.5053,0.77654,1.085
2016-06-27,1.108,1.4913,0.8303,1.0827
2016-07-04,1.1101,1.4795,0.84906,1.0834
2016-07-11,1.11,1.4558,0.83871,1.0896
2016-07-18,1.1026,1.4685,0.83726,1.0872
2016-07-25,1.1035,1.4699,0.83975,1.087
2016-08-01,1.117,1.4678,0.84435,1.083
2016-08-08,1.1132,1.4486,0.85597,1.089
2016-08-15,1.128,1.472,0.86597,1.0862
2016-08-22,1.1299,1.4814,0.85677,1.0902
2016-08-29,1.1162,1.4799,0.84752,1.0956
2016-09-05,1.1223,1.4685,0.84053,1.0925
2016-09-12,1.1234,1.4975,0.84943,1.0937
2016-09-19,1.119,1.4726,0.85953,1.0907
2016-09-26,1.1218,1.467,0.8639,1.0886
2016-10-03,1.1187,1.4676,0.88338,1.0943
2016-10-10,1.106,1.4589,0.90127,1.0919
2016-10-17,1.0966,1.433,0.89655,1.0858
2016-10-24,1.0907,1.4299,0.89308,1.084
2016-10-31,1.1045,1.4418,0.8955,1.0798
2016-11-07,1.0984,1.4348,0.88215,1.0771
2016-11-14,1.0718,1.4317,0.86201,1.0737
2016-11-21,1.0598,1.4315,0.85305,1.073
2016-11-28,1.0614,1.4281,0.84754,1.0764
2016-12-05,1.0697,1.4348,0.84481,1.0815
2016-12-12,1.0542,1.4171,0.83768,1.0749
2016-12-19,1.0419,1.441,0.84456,1.07
2016-12-26,1.046,1.4531,0.85336,1.073
2017-01-02,1.0475,1.4434,0.85148,1.071
2017-01-09,1.0585,1.4286,0.86943,1.073
2017-01-16,1.0648,1.4138,0.86916,1.0717
2017-01-23,1.0717,1.4188,0.85627,1.0716
2017-01-30,1.0745,1.413,0.85708,1.068
2017-02-06,1.0675,1.397,0.85595,1.0661
2017-02-13,1.0622,1.3828,0.85163,1.0654
2017-02-20,1.057,1.3759,0.84717,1.0649
2017-02-27,1.0559,1.383,0.8561,1.0657
2017-03-06,1.0576,1.3993,0.86733,1.0716
2017-03-13,1.0676,1.4006,0.87114,1.0717
2017-03-20,1.079,1.4058,0.86642,1.072
2017-03-27,1.0785,1.4114,0.86195,1.0702
2017-04-03,1.0657,1.4086,0.85511,1.0692
2017-04-10,1.0607,1.4112,0.85067,1.0686
2017-04-17,1.0712,1.4227,0.83861,1.0689
2017-04-24,1.0889,1.451,0.84711,1.0824
2017-05-01,1.093,1.4684,0.84609,1.0836
2017-05-08,1.0889,1.4762,0.84365,1.0936
2017-05-15,1.1091,1.4933,0.85562,1.0924
2017-05-22,1.1212,1.5004,0.86575,1.0909
2017-05-29,1.1204,1.5089,0.8715,1.0895
2017-06-05,1.1226,1.4931,0.87132,1.0854
2017-06-12,1.1195,1.4788,0.87935,1.0868
2017-06-19,1.1169,1.4739,0.87889,1.086
2017-06-26,1.1333,1.4859,0.8813,1.0908
2017-07-03,1.137,1.494,0.87949,1.0961
2017-07-10,1.1415,1.4887,0.88377,1.1027
2017-07-17,1.1535,1.4589,0.8867,1.1024
2017-07-24,1.1682,1.4684,0.89313,1.1165
2017-07-31,1.1819,1.4841,0.89777,1.1445
2017-08-07,1.1768,1.4904,0.9048,1.1382
2017-08-14,1.1738,1.4891,0.91031,1.1369
2017-08-21,1.1789,1.4905,0.91849,1.1377
2017-08-28,1.1927,1.5034,0.92317,1.1417
2017-09-04,1.1951,1.4926,0.91539,1.1404
2017-09-11,1.1951,1.4892,0.89612,1.1464
2017-09-18,1.1959,1.4964,0.8839,1.1541
2017-09-25,1.1796,1.4989,0.87818,1.1476
2017-10-02,1.1747,1.5027,0.88933,1.145
2017-10-09,1.1808,1.5148,0.89506,1.1526
2017-10-16,1.1793,1.5017,0.89324,1.1541
2017-10-23,1.1729,1.5172,0.88984,1.1639
2017-10-30,1.1633,1.5159,0.88166,1.1629
2017-11-06,1.1605,1.5133,0.88367,1.1582
2017-11-13,1.1761,1.5468,0.89416,1.1658
2017-11-20,1.1795,1.5536,0.88875,1.1638
2017-11-27,1.188,1.5651,0.88661,1.169
2017-12-04,1.1811,1.5593,0.87967,1.1684
2017-12-11,1.179,1.551,0.88128,1.167
2017-12-18,1.1835,1.5407,0.88472,1.1691
2017-12-25,1.1941,1.5331,0.88695,1.1726
2018-01-01,1.205,1.5378,0.88895,1.1744
2018-01-08,1.201,1.5304,0.88682,1.1737
2018-01-15,1.224,1.5348,0.88609,1.1775
2018-01-22,1.2337,1.534,0.87494,1.1718
2018-01-29,1.2442,1.544,0.8783,1.1596
2018-02-05,1.2326,1.5698,0.88476,1.1567
2018-02-12,1.238,1.5704,0.88808,1.1522
2018-02-19,1.2327,1.5685,0.88301,1.1523
2018-02-26,1.2264,1.5735,0.88495,1.1524
2018-03-05,1.2369,1.5864,0.89221,1.1655
2018-03-12,1.2338,1.5713,0.88521,1.1693
2018-03-19,1.2307,1.5975,0.87439,1.1704
2018-03-26,1.2376,1.6072,0.87571,1.1771
2018-04-02,1.227,1.5962,0.87446,1.1786
2018-04-09,1.2338,1.594,0.86955,1.1833
2018-04-16,1.2361,1.5933,0.86887,1.1942
2018-04-23,1.2175,1.6042,0.87458,1.1961
2018-04-30,1.2012,1.596,0.88104,1.1958
2018-05-07,1.1893,1.588,0.87839,1.1921
2018-05-14,1.1848,1.5763,0.87647,1.1852
2018-05-21,1.1733,1.553,0.87659,1.1658
2018-05-28,1.164,1.5419,0.87494,1.1533
2018-06-04,1.1753,1.5393,0.8772,1.1575
2018-06-11,1.1734,1.5509,0.87914,1.1604
2018-06-18,1.1582,1.5668,0.87652,1.1524
2018-06-25,1.1646,1.5762,0.883,1.1551
2018-07-02,1.1676,1.5796,0.88403,1.1588
2018-07-09,1.1708,1.5781,0.88383,1.1659
2018-07-16,1.1659,1.58,0.88971,1.1642
2018-07-23,1.1691,1.5788,0.88977,1.161
2018-07-30,1.1664,1.5767,0.89105,1.1571
2018-08-06,1.1557,1.5635,0.89693,1.1498
2018-08-13,1.1378,1.567,0.89367,1.1312
2018-08-20,1.1541,1.5766,0.89845,1.1384
2018-08-27,1.1669,1.5989,0.90209,1.1372
2018-09-03,1.16,1.6145,0.89929,1.1262
2018-09-10,1.1608,1.6252,0.89133,1.1272
2018-09-17,1.1713,1.6185,0.88928,1.1265
2018-09-24,1.1714,1.6174,0.89133,1.1344
2018-10-01,1.1541,1.616,0.88752,1.1404
2018-10-08,1.1512,1.624,0.87654,1.1418
2018-10-15,1.1535,1.617,0.87889,1.1439
2018-10-22,1.1424,1.6146,0.88395,1.1405
2018-10-29,1.1376,1.5951,0.8857,1.1404
2018-11-05,1.1411,1.5735,0.87293,1.1442
2018-11-12,1.1295,1.5619,0.87655,1.1385
2018-11-19,1.1402,1.5705,0.88835,1.1345
2018-11-26,1.1344,1.5596,0.88727,1.1316
2018-12-03,1.1363,1.5577,0.89022,1.132
2018-12-10,1.1361,1.5767,0.90058,1.1274
2018-12-17,1.1398,1.5924,0.90095,1.1301
2018-12-24,1.1413,1.6187,0.90128,1.1273
2018-12-31,1.14,1.6242,0.8998,1.1246
2019-01-07,1.1482,1.6013,0.89963,1.1258
2019-01-14,1.1416,1.589,0.88653,1.1287
2019-01-21,1.1354,1.593,0.87436,1.1319
2019-01-28,1.1446,1.5866,0.87286,1.1378
2019-02-04,1.1391,1.591,0.87718,1.1393
2019-02-11,1.1288,1.5899,0.87751,1.1363
2019-02-18,1.1329,1.5888,0.87164,1.1353
2019-02-25,1.138,1.5925,0.86038,1.1355
2019-03-04,1.1293,1.6011,0.85978,1.1346
2019-03-11,1.1285,1.5977,0.85782,1.136
2019-03-18,1.135,1.5975,0.86006,1.1321
2019-03-25,1.1266,1.5864,0.85494,1.1204
2019-04-01,1.1226,1.5791,0.85681,1.1205
2019-04-08,1.1277,1.5784,0.86212,1.1285
2019-04-15,1.1292,1.574,0.8644,1.1375
2019-04-22,1.1178,1.5866,0.86442,1.1406
2019-04-29,1.1184,1.5912,0.86076,1.1404
2019-05-06,1.1202,1.6011,0.85916,1.1399
2019-05-13,1.1206,1.6184,0.8699,1.1298
2019-05-20,1.1165,1.6198,0.87986,1.1246
2019-05-27,1.1166,1.6136,0.88339,1.1234
2019-06-03,1.1245,1.6122,0.88644,1.1174
2019-06-10,1.13,1.6292,0.89036,1.1221
2019-06-17,1.125,1.6343,0.89242,1.1163
2019-06-24,1.1379,1.63,0.89507,1.1111
2019-07-01,1.1298,1.6121,0.89669,1.1134
2019-07-08,1.1236,1.6138,0.89821,1.112
2019-07-15,1.123,1.5969,0.89992,1.1068
2019-07-22,1.1156,1.5959,0.89507,1.1003
2019-07-29,1.1113,1.6195,0.91275,1.1007
2019-08-05,1.1192,1.651,0.922,1.0911
2019-08-12,1.1166,1.6504,0.92203,1.0862
2019-08-19,1.1086,1.6367,0.91271,1.0883
2019-08-26,1.1082,1.6415,0.90632,1.0886
2019-09-02,1.1002,1.6231,0.90235,1.0869
2019-09-09,1.1027,1.6052,0.89144,1.0926
2019-09-16,1.1041,1.6172,0.88602,1.0962
2019-09-23,1.0969,1.62,0.88489,1.0867
2019-09-30,1.0928,1.6258,0.88867,1.0913
2019-10-07,1.1007,1.6287,0.89295,1.0944
2019-10-14,1.1064,1.6317,0.86975,1.0989
2019-10-21,1.1132,1.6254,0.86258,1.101
2019-10-28,1.1116,1.6184,0.86199,1.1028
2019-11-04,1.1094,1.6086,0.86223,1.1006
2019-11-11,1.1019,1.6151,0.85725,1.0925
2019-11-18,1.1069,1.6254,0.85629,1.0982
2019-11-25,1.1005,1.6237,0.85417,1.0991
2019-12-02,1.1073,1.6214,0.8479,1.0966
2019-12-09,1.1108,1.6204,0.84116,1.0944
2019-12-16,1.1127,1.6195,0.84685,1.0919
2019-12-23,1.1103,1.6008,0.85457,1.0879
2019-12-30,1.1191,1.6006,0.85058,1.0858
2020-01-06,1.1136,1.6178,0.85072,1.0824
2020-01-13,1.1132,1.613,0.85527,1.0761
2020-01-20,1.1083,1.6158,0.84712,1.0737
2020-01-27,1.1022,1.6357,0.8438,1.0701
2020-02-03,1.1022,1.6392,0.84731,1.0702
2020-02-10,1.0895,1.6219,0.83919,1.0657
2020-02-17,1.0808,1.6225,0.83344,1.0621
2020-02-24,1.0895,1.6588,0.84385,1.061
2020-03-02,1.1177,1.6945,0.86962,1.064
2020-03-09,1.1305,1.7491,0.8803,1.0587
2020-03-16,1.0916,1.8383,0.91589,1.0547
2020-03-23,1.0882,1.8253,0.91533,1.0596
2020-03-30,1.0923,1.8003,0.88318,1.0564
2020-04-06,1.0854,1.7602,0.87852,1.0564
2020-04-13,1.0904,1.7198,0.87195,1.0527
2020-04-20,1.0827,1.7082,0.87616,1.0519
2020-04-27,1.0862,1.6696,0.87156,1.0568
2020-05-04,1.0844,1.6842,0.87445,1.0532
2020-05-11,1.0829,1.6726,0.88225,1.0518
2020-05-18,1.0929,1.6709,0.8951,1.0591
2020-05-25,1.1006,1.6617,0.89561,1.0655
2020-06-01,1.1213,1.6316,0.89391,1.0774
2020-06-08,1.1321,1.6302,0.89315,1.0757
2020-06-15,1.1245,1.6342,0.898,1.0678
2020-06-22,1.1245,1.6308,0.90402,1.0661
2020-06-29,1.1238,1.6298,0.90712,1.0642
2020-07-06,1.1304,1.6244,0.89961,1.0634
2020-07-13,1.1398,1.6317,0.90642,1.074
2020-07-20,1.1529,1.6255,0.90787,1.0744
2020-07-27,1.1759,1.6433,0.90603,1.0775
2020-08-03,1.1801,1.6463,0.90204,1.0776
2020-08-10,1.1793,1.6482,0.90204,1.0765
2020-08-17,1.1862,1.6469,0.90255,1.0776
2020-08-24,1.1834,1.6361,0.89757,1.0752
2020-08-31,1.1889,1.6227,0.89176,1.0801
2020-09-07,1.1817,1.6262,0.911,1.0796
2020-09-14,1.1853,1.6223,0.91711,1.0761
2020-09-21,1.17,1.6411,0.91561,1.077
2020-09-28,1.1712,1.6411,0.9082,1.0798
2020-10-05,1.1779,1.6435,0.91097,1.0784
2020-10-12,1.1755,1.6449,0.90607,1.0726
2020-10-19,1.1825,1.6666,0.90724,1.0721
2020-10-26,1.1756,1.6603,0.90555,1.0705
2020-11-02,1.176,1.64,0.90186,1.0697
2020-11-09,1.1813,1.6241,0.89558,1.08
2020-11-16,1.1855,1.6237,0.8951,1.0811
2020-11-23,1.1896,1.6189,0.8912,1.0823
2020-11-30,1.2065,1.633,0.90155,1.0829
2020-12-07,1.2119,1.6229,0.9115,1.0778
